P580/P582/P69_h/P69_t/P812	+1992-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1993-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q1004037	Q13371	Q36442
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q48946	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q19495	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q48946	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q2303493	+2012-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2012-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q1591915	+2012-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q891692	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10381249	Q18525	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2014-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P2868/P463_h/P463_t/P580/P582	Q18913513	Q103835	Q451079	+1928-02-27T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727	+1935-10-01T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727
P580/P582/P69_h/P69_t/P812	+1952-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1955-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q103876	Q523926	Q222749
P1411_h/P1411_t/P1686/P585/P805	Q103894	Q106291	Q17738	+1977-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q282159
P1365/P39_h/P39_t/P580/P768	Q319129	Q10390	Q13217683	+1987-01-03T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727	Q816
P166_h/P166_t/P1686/P585/P805	Q103917	Q103360	Q142292	+2000-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q751924
P1411_h/P1411_t/P1686/P585/P805	Q103917	Q103360	Q142292	+2000-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q751924
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10395538	Q48953	+1999-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1999-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10395538	Q9426	+2000-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2000-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10395538	Q48946	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10395538	Q1131109	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10395538	Q6138819	+2007-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2007-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10401240	Q1237961	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10401240	Q2579105	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10401240	Q48954	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10401240	Q18506	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10407045	Q48925	+2014-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2014-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10407045	Q18523	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10407045	Q48851	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2014-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q15074074	Q5059480	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q15074074	Q5059480	+2007-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q15074074	Q727270	+2011-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q15074074	Q1149560	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q120649	Q1142885	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q120649	Q1142885	+2007-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q858082	Q1042743	Q15074074	Q1149868	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10431463	Q48843	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10431463	Q18330	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10431463	Q47965	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10431463	Q18660	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10431463	Q661543	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10444544	Q19573	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1995-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10444544	Q48951	+1998-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1998-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10444544	Q48949	+1998-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1998-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10444544	Q2978308	+2000-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2001-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1044589	Q1136016	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1044589	Q5775768	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1044589	Q1279917	+1999-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2000-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10454329	Q18509	+1984-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1984-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P166_h/P166_t/P1706/P1706/P585	Q104600	Q80061	Q26321	Q26322	+2009-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P166_h/P166_t/P1706/P1706/P585	Q104607	Q80061	Q193650	Q273223	+1963-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P413/P413/P54_h/P54_t/P580	Q1368170	Q1326154	Q1046185	Q334634	+2013-08-31T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q465469	Q1046185	Q15074074	Q1143358	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q465469	Q1046185	Q15074074	Q1368195	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q465469	Q1046185	Q15074074	Q1143358	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q465469	Q1046185	Q15074074	Q1368170	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P118/P166_h/P166_t/P413/P585	Q465469	Q1046185	Q15074074	Q1368170	+2011-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P166_h/P166_t/P1706/P1706/P585	Q104668	Q38104	Q188128	Q192718	+2003-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P512/P582/P69_h/P69_t/P812	Q1765120	+1910-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q1047	Q332342	Q7991
P1346/P166_h/P166_t/P1686/P585	Q2263	Q104791	Q518675	Q106428	+1996-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10520	Q19612	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1995-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10531	Q18525	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1994-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10531	Q18744	+1992-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1992-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P512/P582/P69_h/P69_t/P812	Q183816	+1983-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q1058	Q507349	Q36442
P1642/P54_h/P54_t/P580/P582	Q2914547	Q105887	Q51976	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2007-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q105887	Q219703	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q105887	Q211401	+2003-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2003-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q105887	Q211401	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q105887	Q211401	+2002-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2003-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P512/P580/P582/P69_h/P69_t	Q1765120	+1988-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1992-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q1060636	Q49167
P1365/P1366/P39_h/P39_t/P585	Q55388	Q134262	Q106099	Q23958341	+1975-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1365/P1366/P39_h/P39_t/P585	Q43203	Q56094	Q106099	Q23958341	+1995-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1411_h/P1411_t/P1686/P585/P805	Q106221	Q488651	Q164103	+2001-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q753167
P1411_h/P1411_t/P1686/P585/P805	Q106221	Q488651	Q24871	+2009-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q189836
P580/P69_h/P69_t/P812/P812	+1946-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q106235	Q32120	Q4932206	Q10979515
P1411_h/P1411_t/P1686/P585/P805	Q106275	Q106301	Q63026	+1996-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q903336
P1365/P1366/P39_h/P39_t/P585	Q44221	Q56008	Q106365	Q23958341	+2009-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1365/P1366/P39_h/P39_t/P585	Q56094	Q41148	Q106383	Q23958341	+1997-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P166_h/P166_t/P1706/P1706/P585	Q106399	Q44585	Q106756	Q105937	+1946-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P512/P582/P69_h/P69_t/P812	Q787674	+1977-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q106465	Q1939211	Q4116214
P580/P582/P69_h/P69_t/P812	+1972-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1974-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q106481	Q523926	Q222749
P131/P131/P17/P19_h/P19_t	Q5462	Q2184	Q15180	Q106494	Q98967
P1365/P1366/P39_h/P39_t/P585	Q51552	Q55392	Q106508	Q23958341	+1992-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P512/P582/P69_h/P69_t/P812	Q752297	+1951-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q1065956	Q21578	Q6689
P580/P582/P69_h/P69_t/P812	+1946-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1950-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q106685	Q414034	Q11629
P512/P69_h/P69_t/P812/P812	Q163727	Q106751	Q1353679	Q413	Q395
P512/P582/P69_h/P69_t/P812	Q752297	+1961-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q106751	Q168756	Q413
P166_h/P166_t/P1706/P1706/P585	Q106756	Q44585	Q106399	Q105937	+1946-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q107089	Q216661	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q107089	Q6601875	+2003-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2003-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10726	Q19598	+2012-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10726	Q19601	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2013-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10726	Q19456	+2010-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2010-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10726	Q19453	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2004-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q10726	Q48954	+2000-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2001-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P413/P54_h/P54_t/P580/P582	Q201330	Q107365	Q32494	+2006-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2011-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1027/P512_h/P512_t/P585/P812	Q49088	Q107419	Q1765120	+1935-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q395
P1027/P512_h/P512_t/P585/P812	Q35794	Q107419	Q1765120	+1937-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q413
P1365/P39_h/P39_t/P580/P642	Q55637	Q10819	Q1255921	+2004-10-16T00:00:00Z#0#0#0#11#http://www.wikidata.org/entity/Q1985727	Q185088
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1082123	Q8603	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2008-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1082123	Q6630	+2010-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2010-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1082123	Q8639	+2011-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2011-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1085237	Q1128631	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1085237	Q187326	+1999-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1999-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1085237	Q19593	+1998-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+1999-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1085237	Q19481	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2009-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1642/P54_h/P54_t/P580/P582	Q2914547	Q1085237	Q18708	+2005-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	+2006-01-01T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727
P1411_h/P1411_t/P1686/P585/P805	Q1086864	Q830079	Q190956	+1984-00-00T00:00:00Z#0#0#0#9#http://www.wikidata.org/entity/Q1985727	Q427425
